Sudoku,solution
0E0072B4F000G6805000008ADC7300000B000000009600A400F00C00E0000D000D06050E0007010B9000002700FE6500800E000F201D000040C000000000090000070D9000400E002C04EG00000F009A0000B7C180000000E00100A0B009020F004000D09000E70C0600G05030040B00DG000300A050F810A80F00000BC0000D,CE9D72B4F5A1G683542G168ADC739FBE7B385EFDG2961CA461FA3CG9E48B7D52GDA6954EC83721FB931BCA274GFE65D8875E6B3F291D4ACG4FC2D81G6AB539E7BAG7FD92534C8E612C84EG6571DFB39AF963B7C18E2ADG45E5D184A3B6G9C27F3245A1DB9F68E7GC167CGF583DE4AB29DGB943ECA752F816A8EF29761BCG543D
700020010E09B00A0BE0F030270650D0000000000051423000000GA00000000E000000000487D00008B0000E00007000000080C9000F00064E9D0AB060300C00000050600200F0C0D00EC1007F400B000F00700000003A0D00004900E00C008GEC0F009000A0GDB104701CD3006000AF900000G0030000506DAB00F008100000,73C42D518EF9BG6AGBEAF83427C651D9F6D9BE7CAG51423881529GA63DB4CF7E2AFC3615G487D9EB18B6DF4E9C2A75G337G582C9DBEFA4164E9DGAB761358CF2A987536D12GBFEC4DG2EC18A7F436B95CF417BEG56983A2DB563492FEADC178GEC3F679845A2GDB1547G1CD3B96E28AF9218A4GBF37DE65C6DABE5F2C81G9347
00000800000090A60D00600000E00700020CG910BA00305E00600AB000030FG0E0000000A02000040400800C00DG2E9F0000000B07C0AG0000000D00E0B46800C9081007000000000AF000000160E9C0600000C05EGB0100070D000080900B007B00A0203000F06C0F0A050G080000301030C08F040000000E40900D0B000280,F1B3E8D5G2479CA64DAG6CF395E1B728827CG914BAF63D5E956E7AB2DC834FG1E8D7F6G1A925C3B4A45B837C16DG2E9F369142EBF7C8AGD52CGF5D9AE3B46817C9E81B574D3AG6F2BAF53G487162E9CD6324DFC95EGB817AG71D2EA68F9C5B437B89A42E3G1DF56CDFCAB56G287E14391G32C78F6459DAEB5E46913DCBAF728G
20053G0F60DC890E00F0E000000000C003D000000FE01A00000E0C000008000BF460G92800000C0002C0FD0B00850E0000086AE030000D900000000000CF000005000000BD76000860A000000E0000D00104B6CGA00030000000009000F0200G0E100004050906B0B000000E000D07A03050C209086BF0000C4F000600300102,2AB53G4F61DC897E78F1E5AD2B9G63C4C3D698B24FE71AG549GE1C6753A8D2FBF463G928DABE7C5112C9FD7BG6854E3A5G786AEC3241BD9FADEB435197CFG826G59C2EF3BD76A4186FA274851EG39BDCD184B6CGA9523FE7EB37D19A8CF4256G8E1DA7G4F529C6B3B62G8F3EC41D57A9375AC219E86BFG4D9C4F5BD67G3AE182
00085000A37100F20907F00B00201040000480G00000EB0D000G20EA0D05000001D000B0098AG5EC8A00000000370F0000B003000F0000A90EC0080FB000007006000000F700000000FA9E000000C630000C004D009000000B00020800D0070070000005E0C980000C0000000402DA100FA00000010300G6600E10A000FD50C4,BDE85C94A3716GF2C957FD6BG82E134AA21487G39C6FEB5DF36G21EA4DB59C8731DF74B6298AG5EC8A25C9DE1G374F6B47B6G351DFEC28A9GEC9A82FB5463D719682351CF7AGB4DED4FA9E7G521BC638E57CBA4D3698F12G1BG362F8CED4A7957G41D635EAC982BF5C9BEF8764G2DA132FAD4BC981537EG6683E1GA27BFD59C4
0D00CF008B0A00000B0CE0D00000F000E00094000057D0000080A0B00EF0000109000000E000700000E0200050004F6000C0014F0936008E010080000A000B5048075060B0DF00E00000B0001300C0F00069000A020000003F500C20A0700008A400000500008D0000B37090C0080E200E0F023D4000000000G010E87000B9A0,7D41CF538B6AE29G5B3CE8DG9412F67AEAF694123G57D8CB928GA7B6DEFC3541F92A65GBE84D713CG3E829AC57B14F6DB7C5D14F2936GA8E61D4837EFACG2B5948175G69BCDFA3E22GAEBD871395C4F6DC693EFAG28417B53F5B4C21A67E9GD8A472FBC561E98DG316B37A94CDG85E2F8E9FG23D45AB6C17C5GD16E87F23B9A4
E006000A10D400G523090000B0F00700D0C005000800041007006000000C000B00030104A00G987004000B860CE00150F500000030000B0A00A100700000D00G400B1209005F0G60000007G0D40000A0018G0040000E000050F0E00BC0600207G00C50902003F00460000D02E90000B0000000000006C000985000000B000DE0,EFB6C92A17D483G5231984EGBAF567DCDGCA75BF6839241E8745631DGE2CAF9BCDE32154AFBG987674G2AB869CED315FF598GCDE36714B2AB6A19F734582DECG4C7B12A9835FEG6D326EF7GCD41B59A8A18GD645729EBCF359FDE83BCG6A1247GBDC5E9721A3F6846A3F4DC2E9G875B11E27BGF85D46CA3998543A61FBC7GDE2
CBF0307000A004000900ED0F00B000G000D00020E700800580A0004B2050C390B0900006000AE00F52E09G080FD0B00404C0000E6305090006000000000000A00006F5C0000970E00000090D00G70C6000000000008000DG00000B00000CFA00D069000A7E02018CE0B0000000000020000A000305000F067F0050040A96000D,CBFE387596AGD4124952ED1F8CB367GA6GD3CA29E7148BF587A1G64B2D5FC39EB19823564G7AEDCF52E79GA8CFD1B634A4CFD1BE6325G97836GD47FCB9E825A12D46F5CGA13978EBFA8B19ED52G74C639C35A467FB8E12DG1E7G8B32D46CFA59D369BFGA7E42518CE5B46C9138FDAG27G82A7ED315CB9F467F1C5284GA963EBD
6F0000000240001000000078F0000009040000F3D0000C000A0C61G000B70E5D00C00B021FD0070040B0F0000G00009CF50000300000A820087040002E030000G760000E0090010000003AD0601G5078000A0000C405960000000600000D04A000400E00090B3060C00F000050G02004000E000030720900090G051F00A0C00E,6FD7B9E5G24C831AEG53DC78FA61B249B491A2F3D5E87CG68A2C61G493B7FE5DAEC68B521FD9473G43B2FD617G8AE59CF5GDE739B6C4A82118794GCA2E536DBFG76B542EA89FD1C392E43ADC6B1G5F783D1A7F8GC42596EB5CF8169BE73DG4A22145CEAD89FB3G67C68F93B751GE2AD4DBAEG8463C7219F5793G251F4DA6CB8E
0F0851D0C000600BE0900F0C107A850040027B0E068000000B07060000DE00G030A000F50002G0000000D00600A0000EF0000A0001080090000C09040500018000760E0000C4A80900D00000B00F0C00B0C028030000E0DF09000C00000D0430600GC00030900A00900D00EB002G00F08030000000010D205000000000073B04,AFG851D9C2436E7BE693GF2C1B7A854D4D527B3EG689CFA1CB1746A85FDE29G338A417F5D9E2G6BC71B9D386FGAC425EFG65EAC241B8D397DE2CB9G47536F18AG576FEBD23C4A81923DE9G4AB81F7C65B4CA28139765EGDF198F6C57AEGDB43262FGCD71349B5AE89C4D35EB8A2G17F6873BA46FEC519D2G5AE1829G6DF73BC4
6070F00E0090A0503009C00000000201400E5D0A0C0080030DCF4003EB050076CF0000A8020000000ED000C005000009000B620040000008A000000F0000000080F00632B0G00000000A070500020900B0E00000040D7000000DG0E03F160B0C0G0000F0084960A7000000D0007EB00F0A069800F0D031C000000006000CDE00,6B78FG2E1394AC5D35A9CB67GDF842E141GE5D9A6C278FB32DCF4183EBA59G76CF6519A872E3GD4B7ED234CG85BF1A69G39B625D4AC1E7F8A4817EBFD96GC32589FCD632B7GA541E163AB745CE82F9DGB2EG8F1C945D763A574DGAE93F162B8CDG13ECFB284965A79C24A3D1567EB8GFEA569874FGDB31C2F8B725G6A13CDE94
000500D8A000003F0300600A050FD0G9E400090000C6050002BF0C730000000E008903BFD0005060000000001B6070000G010000000080A0A52E0001870000D0000000870FD0900000000000589000C0809D0000E0000F0A0007000B0C03E000F700B004030000000806FE50C20B090709G0D000600E04F0C00098004000AD00,9675GBD8A4E21C3F13C864EA75BFD2G9E4AG19F23DC6B578D2BF5C73G9186A4E7C8923BFDA4G5E613DF485AE1B6C7G92BG617D49FE2583ACA52ECG618739FBD4GE5C4687BFDA91232A3BEFGD589147C6819D32C5E674GFBA6F47A19B2CG3E85DF7E2BA14935DC68G48D6FE5GC2AB391759GAD73C618E24FBCB1398264GF7ADE5
010000000000023000A70F0250600D04000080E7G1006000004F6G000C0058B0E52600090G40C0100010720E000000800F09A0000800000E040001C6DE0FA0099000000043FD050C0B60C0000009E0000E04000010G020072075000000A08G43A6001D78000B400000B0000000000E00000C00630000009008000C00E000D30A,61E895BCFAD4723GCGA73F125B689DE459DB84E7G1326ACF324F6GAD9CE758B1E526D8397G4ACF1BBD1A72FE69C3G4857FC9ABG4281536DE84G351C6DEBFA7299A81E72G43FDB56CFB6GC3458279E1ADDE34B68A15GC29F72C75F9D1B6AE8G43A69E1D783F5B4CG243BD2A9FC78G1E56G75C4E63AD21FB9818F2GC5BE496D37A
030000800F100009DG00EA00200830000072000D00A0001000850000409D0C000000BCE000F9D301B00306007400G0EFA2G00004100C0B00F050090000020A00840000000D0006A700E6D00A000BF90000F0000000E00000CD0000705803B004200B04C000D000F0000C6DB00001740200070EAF00B0089000A80000C0070000,634EC285BF1GA7D9DGBFEA192C7835469C72G34DE5A68F1B1A85F76B439DEC2G7864BCE2AGF9D351B9C3A6D17485G2EFA2GD75F41E3C9B68FE5189G3DB624A7C842G1B3E9DCF56A757E6D82AG14BF9C33BF94G5C67EA218DCD1A9F765823BEG4263B54C789DE1GFAE59C6DB8FAG17432G1D72EAF36B4C8954FA8319GC2576DBE
000000A009C0E00881290B000400C000F0050E0D07004000400080G7000DAB0010F60093000E00C0AE00070G000C9D000094D0C00F0B80A00G070A050002B30ED00A5000B62009000B00340008000F00045000B630000EDA607C0900FDE0000000000000700000000FDE000B020A70000C00F0000E8000000000006900DF0050,B7GD21A469C3E5F881296B5FE4AGC73DFAC59E3D27B841G646E38CG715FDAB291DF6B2938A4E5GC7AEB2178G536C9D4F3594D6CEGF7B82A1CG874AF5D192B36ED83A5FECB627G914EB1G34D2A8596F7C945F78B63CG12EDA627CG91AFDE438B55941AD287G36FCEBGFDEC54B921A76832C6BF3714E85DA9G73A8EG69CBDF1452
F0000C5080D000700060EB007910050D700006000E03000AB00DA0F000500180008000E00F05DB0CDE00700004B0F0A020308000AC0750E90000001000000007510F00BE200G0C400D00000000F060B00AC04F00000E800000E390004008A00006700000000D40F00009F00010063002000A000000801EG080FC0DA00000B006,F34E2C518GDA967BAC62EB48791FG53D7815D6G9BE43CF2AB9GDA3F7C652E18497843AE6GF25DB1CDE56729C34B1F8AG2F318GDBAC6754E9CGAB541FD8E92367519F68BE2DAG7C434D28G17A53FC69BEGAC74F3D6B9E82516BE395C24178AGDF167GBE2395CD4AF8E4B9F7851AG63DC232DAC964F78B1EG585FC1DAGE234B796
C0000000000FD805070000GE280D009F093000C060700G200D000460000000B370C2G0E0AFB50060000F90000020050A00008B30000E000000G00002840700003080507400G100FB600B0000000000102070010000040D090C10000600F9007ED15C02A000000E080069000000E0504DA2000F50400B09000000B00802000F00,CG267AB9134FD8E5B7A413GE285D6C9FE935D8CF6B7A4G218DF12465E9CGA7B378C2GDE1AFB593641EBF964CDG23758A54DA8B379C6EF1G296G3A5F28417EBDC3A8E5974CDG126FB659BFCDA7E82341G2F7GE18B36A4CD594C1D3G26B5F98A7ED15C42AGF796BE38FB69C713GAE8524DA2E86F5D413BG9C7G347BE9852DC1FA6
00G000030000DE0F0AD0000F0900032080F605700E0000B0000B00900DC070840090D200000060700038F00A000000D006000900708E01000E705G6C009000FA0000EC0063DB004000008AB0000C00G0000000D90FE00800E0000645900010C790E000000A005G6D078FA020065004003000000000B0C00004C0B0070800F000,49G7CBA38526DE1FCADE648FB917G32581F6257DGE349ABC532BGE91ADCF76841G95D2E84BFA6C73BC38F71A2G6549DEF6AD493B7C8E215G2E745G6C319D8BFA7819ECFG63DBA542D5638AB2174CEFG9A24C71D95FEGB836EFBG364592A81DC79BE218C4FA735G6DG78FAD2EC651349B3D519FG6E4B2C7A864CAB357D8G9F2E1
0C0000000008D00000903500000000000002A0F0060000CB080AB00D290GF00E0F000CD0A070009000C0007E00D08A06500900B00400EDF0000000000CEB000000F000090E0DC7BG00D00000C760400900060300008025A00A004080905006DF000G2700B04000E00E5D0F60G8000C4000000GA0F010B02029080043E0000000,BC3E79G251F8D46A169F35ECDAB472G8D5G2A8F4763E91CB487AB61D29CGF35EEF83GCD6A2751B94G2CB547E1FD98A36571982BA64G3EDFCAD64913F8CEB5G7284F16A593E2DC7BG3GD5FB21C76A4E899BE6D3C74G8F25A1CA274E8G9B5136DFF1AG2795B34C68ED7E5D1F6BG892AC43634CEGA8FD17B92529B8CD43E5A6GF17
800950F0ED000640E00102000F0C000000F3E9005A0B0008204000A00000000000D00C0F000400890A000610F0D0070E000000000903C0B0F08000D000E615000070A53BD600000000000060000090C004CA00000000B0000D25000004B07006903DG420AE000B10700G00C9000D000A0604070090000D20A2006E00CBF0G000,8BA95GFCED723641E761D2834FGCA95BDGF3E9465A1B2C78254CB1A76389DGEFG1D73CEFB5A46289CA9B2615F8DG473E4E568A7G1923CFBDF3829BD47CE615AG197FA53BD6C8E4G2B8GE4D61275F9AC364CA7FG2319EB8D53D25C89EG4BA71F69C3DG428AE65FB177FBG13C9824D5E6A56E4F7BA9G318D2CA2186E5DCBF7G394
6070F00E0090A0503009C00000000201400E5D0A0C0080030DCF4003EB050076CF0000A8020000000ED000C005000009000B620040000008A000000F0000000080F00632B0G00000000A070500020900B0E00000040D7000000DG0E03F160B0C0G0000F0084960A7000000D0007EB00F0A069800F0D031C000000006000CDE00,6B78FG2E1394AC5D35A9CB67GDF842E141GE5D9A6C278FB32DCF4183EBA59G76CF6519A872E3GD4B7ED234CG85BF1A69G39B625D4AC1E7F8A4817EBFD96GC32589FCD632B7GA541E163AB745CE82F9DGB2EG8F1C945D763A574DGAE93F162B8CDG13ECFB284965A79C24A3D1567EB8GFEA569874FGDB31C2F8B725G6A13CDE94
00000E3C600701200000AG000F5006003000F200000078045000706009BC00A000A0908000G6E0C09G0F00B00008000203600A00E00B00091D400C0003A9008F00000000CB10000DB150G00000000900082000000090000B0600000BDAE032500008C00300600ED0400D00E100C0030A600000F0040D0005200C00041E0000B7,F9DABE3C6847512GE784AGD92F51B63C3CB6F215AGDE789452G1746839BCFDAE7BA2958DF1G6E4C39GCFE3B64D78A51283651A4FEC2BDG791D4E2C7G53A96B8FA4E96852CB13G7FDB153GDA782F4C9E6D82G3FCE76951A4BC6F7419BDAEG3258GA78C923B56F4ED14F9D5BE1G7C2836A6E1B87FA943D2CG5253CD6G41E8A9FB7
020000A04D050900000320000BE9000000GED9CF0031000801F08B00060000000D90100G045000F03006000000000040FC8B00061G00000070000800000DE060043C600D07000G0050E000G002003000000DA040000000C2200900570C00FE06100790F02004D0E0E00000800500260000C402000000009GDF004CEA000053B0,C278G6AE4DF5193B6AD325148BE9C7GF4BGED9CF7A31625891F58B73G6C24DAEAD9217BGE4568CF33E56FA92C87BG14DFC8BE4D61G937A257G41583CAF2DEB69B43C6E2D571F9G8A56EFC1G892BA34D7G71DAF493E68B5C228A9B357DC4GFE1615679GFB23A4D8ECE9BA3D81F5GC267483C47265B1DEAF9GDF2G4CEA698753B1
10A40B900080600G0000G607A020000E000F00300000A5D00E03000000D000710030000G000000090000700DFG00CE400A000000E710B03D0000016000A000F0B00003G05C00200001000F0030G200B0032040A00FE0010600G060010A00900400050D0E700008100000007F020BD000098B0516D000E200060C200010400953,17A4DB95CE836F2GD5B8G6F7A1243C9E2C6F1E34GB97A5D8GE93AC2865DF4B716F3754EG2DBC1A895B197A8DFG36CE428A4GF9C2E715B63DEDC2B16349A87GF5B47A83G95C612DEF9156EFDC34G287BAC32D47AB8FE951G6F8GE6251BA7D93C432F59D4E76CAG81BAGE1387F925BD46C498BC516D3FGE2A776DC2GBA184EF953
425000000E600DC83E0600A000870001A000000000000000010024F60C0A0EB000E06008004F000990000FC00000350B6B02A00000000C0080000002C9000A1G000050400070000E00000B0AD000000F2530000D0FAE940C0000EC0F9000D000CA00006G04E00B80002G8500060007030F74B0030000002500B00E0900D0F000,425F317BGE69ADC83EG6D9AC4B872F51A7CBG85EFD214936D18924F63C5AGEB7GCE563B81A4F72D994AD1FC728G635EB6B12AG95E73D8CF483F74DE2C9B56A1GF9DC5241637GB8AE7G4E9B3AD2C8516F2531768DBFAE94GCB86AECGF9514D372CA93F76G54E21B8DED2G8514A6FBC7931F74BAD38G9CE62556B8CE2971D3FG4A
E510000G06890AB30F000080001A000D00000000D4000000300000AC020E0F00006BE0010A5F00C2100009B00000700AGA05700010040600C00000509720010F60809000000000010001000DE000000G0DA000F47BG509009003A00680000000030D40000F900E5B00GC86005EA000070950F000000003D400E0030000706000,E5142D7GF689CAB37F2G3B89C51AE46DB8CA5F6ED4372G1936D914ACG2BE8F75D76BEG413A5F98C2123FD9B86CEG754AGA9572CF18D4B63ECE486A53972BD1GF6C8795G2A3FD4BE154F1B83DE96CA72G2DAEC1F47BG539869GB3A7E681425DFC837D4C1A2F96GE5B41GC86DB5EA3F297A956FE27BGC813D4FBE2G3954D716CA8
0096000AG00700207F00005D0308E01B10B00000C204007D0003009000ADC000000B0D6E08F030000980000F1070D00000ED0800A0002000A0F0000500000C000A00098000BE7DC004D060020000A09000C04010000FB80E000E00005000600F9E0C00F00A0G0000500000D0273C00000040807C60E5900000680G40000000B0,DC96F4BAGE1785237F24GC5D9368EA1B1GBAE638C254F97DE8532791BFADC4G6C5GB9D6E48F237A14982CBAF1G73D6E531ED78G4A5C62BF9A6F73125ED9BGC846A1F598G34BE7DC2B4D56FE27C81A39GG3C94A17D62FB85E827ED3CB59GA614F9E3CB5F68A4G12D75BAG1ED9273C4F68FD41827C6BE59G3A2768AG43F1D95EBC
B004001G0A0C0308006020C00085D000000A00840002G0B9D0G00000607000A0F0020A300D0BE600G0308C00E027B100700D900E0030008G9400B0F00C00002300030D000E10C07B8G000100000050DF0A71G000000000006000F0B0C00000E4000000D00000000000090B05006000403F007008AG00600D5000090600400F00,B724D51G9AECF368E96F23CAGB85D4171C5A6784D3F2GEB9D3G8EF9B61742CA5F8125A374DGBE69CG5368C4DE927B1FA7BCD962E1F3A458G94AEBGF18C567D2342F3AD695E18CG7B8GEB417C26935ADFCA71GE52B4DF98366D95F8B3C7AG12E4268714DF35C9ABGEA1D9CBG5F86E37423F4C72E8AGB1695D5EBG39A6724D8FC1
0096000AG00700207F00005D0308E01B10B00000C204007D0003009000ADC000000B0D6E08F030000980000F1070D00000ED0800A0002000A0F0000500000C000A00098000BE7DC004D060020000A09000C04010000FB80E000E00005000600F9E0C00F00A0G0000500000D0273C00000040807C60E5900000680G40000000B0,DC96F4BAGE1785237F24GC5D9368EA1B1GBAE638C254F97DE8532791BFADC4G6C5GB9D6E48F237A14982CBAF1G73D6E531ED78G4A5C62BF9A6F73125ED9BGC846A1F598G34BE7DC2B4D56FE27C81A39GG3C94A17D62FB85E827ED3CB59GA614F9E3CB5F68A4G12D75BAG1ED9273C4F68FD41827C6BE59G3A2768AG43F1D95EBC
0C5A0900008000F0700300040920D00606083000A0000E0G00G2BD06105F00005B0D4000020ECF000000C00000004075400000F70B091GE00F30A010C700060000E0D0C03070000808970600E0F0002B00A00000B0C06D00000000EF000000A00000050D0000780C0E002100D600900F07FB000E000A500DD009000A00000100,EC5A792G6D83B4F171B3EFA4G92CD586F6D83C51A4B72E9G94G2BD861E5FA3C75B7D4G69821ECF3AG981CED2F3A64B754A6C83F75BD91GE22F3EAB15C74G86D96GE4DACB3572F91818975643EAFDGC2B32AF1798BGC46D5EBDC5G2EF986137A4A31695GD2FEB784C8E4G217CD6359ABFC7FB683E419A52GDD529F4BA7CG8E163
0C00000A0000EF00AB000G0E000100007E6D00003A0000180F08100007025C000907000C5000F000E040070BAC90003D000000A0DE0070860A000E0F00789500000C020700D613000000D18904E0C7A008050000000F0B09000BA065090000020000000D000A09B00DC000009030600000003400F000D0C7B000E6F800000004,4C31582A6DB9EF7GAB527GDECF8146937E6DF9C43AG5B218GF981B36E7425CDA89176DGC5324FAEBE64F875BAC9G213DC52G93A1DEFB7486DAB32E4F167895GC94ACG2B785D613FE2GF6D189B4E3C7A518D54CE372AFGB6937EBAF65G91C8D42F28EC57D4G6A39B15DC4BA1G98376E2F61GA3492FB5ED8C7B379E6F821CDAG54
00070D1004060G20E0B0000608FC3000000A200450E010C8F0D4750030A00600806DA00F00000C0000E0000B0F00603200000CD7800E0A005A09000000000F0040000A00C0000000D0C08060E00300007B0000000041A30000A000020G00085000000F5E7010B9000000000C6050000E0F08D900AE040005B0904120003FD000,C857ED13B496FG2AE2B19GA6D8FC3574963A2BF457EG1DC8FGD475C831A296EB846DA29F13G5ECB7G7EC584B9FDA613231FBGCD7862E5A495A2936E14BC78FDG43G21AB5C98D7E6FD5CF8469EA732BG17B86FEGD2541A39C19AEC372FG6B485D2C4G6F5E7D18B9A3AD13B78C6259G4FE6F78D93GAEB4C215BE95412AGC3FD786
000000A009C0E00881290B000400C000F0050E0D07004000400080G7000DAB0010F60093000E00C0AE00070G000C9D000094D0C00F0B80A00G070A050002B30ED00A5000B62009000B00340008000F00045000B630000EDA607C0900FDE0000000000000700000000FDE000B020A70000C00F0000E8000000000006900DF0050,B7GD21A469C3E5F881296B5FE4AGC73DFAC59E3D27B841G646E38CG715FDAB291DF6B2938A4E5GC7AEB2178G536C9D4F3594D6CEGF7B82A1CG874AF5D192B36ED83A5FECB627G914EB1G34D2A8596F7C945F78B63CG12EDA627CG91AFDE438B55941AD287G36FCEBGFDEC54B921A76832C6BF3714E85DA9G73A8EG69CBDF1452
0CB000003000500F1EF60A0050B0900D0000C07098F0A0000000000000E074G0B03F01000090070EC00E00D0600A0210607025A0B0000000200D00060C00BA00F002B003E00080000300G00000A0107690047E20050F030C8000000A00000G095G000DC0006040E0D09C000F008E000000010000D07000C007004290C000F00A,7CB9DG813A245E6F1EF63A425GB79C8DG245C67E98FDAB31A8D35FB916EC74G2BA3F81GC2D95674EC58E9BD76F4AG213697G25A4BE31CDF8241DE3F67CG8BA95FDG2B913E7C685A4E3CBG45D89A21F7696A47E28G51FD3BC8157FC6A4BD3EG295G2A1DCBF36948E7DB9C673FA48E215G4F61A8E5D27G39CB37E8429GC15BF6DA
04F00C0A00605000B000005004000090D600008EBG00000F90CAF00000030E0009800B006172E00G070009D0E00048A00C0B000F80006500000E0000D0000BF0E800D0C090F0100400B000A9GE003600C10F2000000DG0570D70000328000A00309D000070000C00800006000F0000001065C000000A0G0D700C804000E0000B,24F8BC9A1D6E57G3B3E7G256F4C8D19AD651378EBGA9C42F9GCAFD145723BE86F984AB356172EDCG57G369D2ECBF48A1ACDBE17F89G46532621E48GCDA357BF9E8A6D5CG93F712B445B27FA9GE1C36D8C13F2E68AB4DG957GD7914B32856FAEC3B9D5AF1768G2C4E8E4G9627CFDBA3151F65C3EB429A8G7D7A2C8G4D35E19F6B
08090E00000050D00G00A00B0E700F98000704000G00600C30BF0D0C05094A000B000089500000070E00400ADC08000F00AG0CF1003000B9D0000000000000000000B0000F0000C20DG017E564B000008000603000AC0D100000900D00000E600580000049000000070AF900000E000DC60300A72000F0EB04D00000G367090A,28C93EGFAB4657D14G6DA51BCE732F985AE78492FGD16B3C31BF7D6C85294AGE1B34E68952GFDCA79E564B7ADC18G32F72AGDCF1E63485B9DCF85G237A9BE1466915BA483FED7GC2ADGC17E564B298F38F4E623G97ACBD15B3729FCD185GAE64E58BC3D649FA127GG72AF954B1CE368DC693G1A72D85F4EBF4D128BEG367C95A
098000000CF0030A002BE0700009000G00C5D0A00003FE00000AF0000B0794C6260050000000EF0C000070000AG100009400103270008600000000F00E00001007E0001A000D0B00BG020000003C0D00C00F00D00G06407050D00000000B3000A0B020C04D05080000F003906000A2041000040D09B8C030006005001000B900,4986G1B5DCFE732A3F2BEC7486A951DG71C5D9A6G243FEB8EDGAF8235B1794C626175DGB3894EFACFE3D768CBAG1254994AC1E3275DF86GB8B5G4AF9CE62D71367E3C21A948DGB5FBG42975FA13C6D8EC89F3BDE2G564A715AD16G48EF7B3C92A3B92FCG4DE51867D5F8B39167CGA2E4127EA46DF9B8CG35GC6485E7132AB9FD
01800400030A000D00A00DF0000200000050706000080G0003069010000D8CF5ED00A00000700F0000000000005130A0F0000057EA00G90000B0C048900060508A090002F0050B00500B00000043D800170F06000D00C3E030620090700E50000C0D600089002A00007009AF0060BE0CA0000B000ECF906000000C0000000D00,9187G4CB53FAE62D4BAC8DF56GE21739DF5E7263C198AGB423G69A1E47BD8CF5ED15AG2938764FCBC89GEFD6B45132A7F634B157EA2CG9D872BAC3489FDG615E8AD94E32FC157BG65ECBF7G12643D89A174F56BAGD89C3E23G62D89C7BAE541FBCFD65EG89372A41G57319AFD264BE8CA4283B7D1ECF956G69E12C84A5GBFD73
DG120A000C8070000080000D70B0A0049F00000705008G20A00004G30000009F00F00000017200D006G80B0E00003000000B0390580000G60EA00C0800000F000800D1000F000700000000040000EB100B00390A20C86D00200E000C0A00G00000D5AE4032600001F7000000000BC08D00400000075A060G0A960000F00000B0,DG129AB54C8F736E638CE2FD7GB9A1549FE4C617A5D38G2BA5B784G3162EDC9F34F95GA6E172B8DC56G81BDEC9F432A772CB439F58AD1EG61EAD7C28GB365F49483AD16GBFE597C2C96F2854D3G7EB1AGB7139EA24C86DF52D5EBF7C6A91G4388CD5AE4B326GF971F72G65319E4BCA8DB143FDC9875A26EGEA96G782FD1C45B3
F0EA00C0009040720209460EC080000G0000000000000A00000G0000003AB0F0096D80020400000F0000600B81000EG008C00000F6E07030000005000GC000D080000DE0000FC00020060F0007BD000000D078000950004E000050040A00D70B00000986B000002A6A00040D0C0EF000302800BF0000E1000G742000D0F009B5,F5EA3BC81D9G4672D2B946AECF87351G473CF1DG5B269AE8168G92754E3ABCFDE96D8CG274A31B5F7F42639B81D5AEGCG8C5DA41F6EB7239B1A3E5F79GC284D68357BDE9624FCGA124G6AF1CE7BD5893ABD17863G95C2F4E9CFE5G243A18D76B5E1FC986B374GD2A6A9B145D2CGEF3873D28G7BFA569E1C4CG742E3AD8F169B5
0B001000CD000G8000905E40300000F0EA7D02900100C0060F000007089205E0010008D0005000A00G000700E0C0000D070E9000608F0000030FC45000BG8009008000F0006B0000000C00E09000AF00D06A0B00000004000E004370000A0000GD000900F6000C0E90000060200800500007002B0CD4000F00A400380E700D60,2B561FA3CD4E9G87C8915E4D37G6BAF2EA7D829GB1F5C3464F3GB6C7A892D5E1B1C938DF4257E6AG8G4567BAE9C1F23DA7DE91G2638F5BC4632FC45EDABG81793982DAFC146B7EG5741C25E69G3DAFB8D56AGB897FEC2413FEGB4371852A69DCGDB87915F6A34C2E9CF3ED642B18G75A16E7AG2B5CD4389F52A4FC38GE791D6B
0000000C0D000000000000AG0000E100ADB0100020050903C85104000EG000F70G005020049CF008050AC00DF300G000170000800000C00D000EA7940000020070000000090050D0F0000005000D0B0A01G0000000F730600000060038200E100B0000C00750D89400C8B000000A00500E0D0A53C000070F0007F900G1080C30,E49G2F3C6D7185AB237FD5AG9B84E1C6ADB6187E2FC549G3C851946BAEG32DF7DG6B5321749CFAE8458ACBEDF312G67917296G8FB5AEC34D3CFEA7948GD612B57AE23C18496B5FDGF63472G51CED9B8A81GCEDB95AF73462B9D546FA382G7E1C6BA3G1C2E75FD8949FC8BE47D23A6G51GE1D8A53C649B72F5247F9D6G1B8AC3E
E00400700600CA030F0000000000E400B0005F600007001930D0000C00BE000000000040000F08C2003009B06CE00000000000C000D0B0000E086A039000D0000C079502A00D4BE00001080D0000A72G0D00C0F00B0000009G0000E080000DF0807D001A0F000000410C800B50000297A9500E07B0C800D0F0E0030040006000,E5142D7GF689CAB37F2G3B89C51AE46DB8CA5F6ED4372G1936D914ACG2BE8F75D76BEG413A5F98C2123FD9B86CEG754AGA9572CF18D4B63ECE486A53972BD1GF6C8795G2A3FD4BE154F1B83DE96CA72G2DAEC1F47BG539869GB3A7E681425DFC837D4C1A2F96GE5B41GC86DB5EA3F297A956FE27BGC813D4FBE2G3954D716CA8
